City;CloseDate;EntityIDRoundID;IndustryCode;Industry Group;Industry Segment;Metropolitan Statistical Area;PrimaryRegion;RoundBusStat;RoundClassDescr;State;Subregion;Deals;Number of Deals;Raised
Fremont;2/18/2011;53937754586;Wired Communications Equipment;Information Technology;Communications and Networking;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;4.5
San Jose;2/18/2011;53861754618;General Purpose Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;40
San Mateo;2/21/2011;66703754317;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;12
San Francisco;2/21/2011;6,12E+16;Business Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product In Beta Test;First Round;COAH;San Francisco Bay Area;1;1;
Manhattan Beach;2/22/2011;6,07E+15;Online Communities;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Los Angeles Metro;1;1;0.53
Mountain View;2/23/2011;6,12E+15;Advertising/Marketing;Business and Financial Services;Business Support Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;4.5
Corona;2/23/2011;6,06E+16;General Industrial Goods;Industrial Goods and Materials;Machinery and Industrial Goods;Riverside-San Bernardino-Ontario, COAH;Southern California;Product Development;Restart;COAH;Los Angeles Metro;1;1;
San Diego;2/23/2011;6,03E+16;Vertical Market Applications Software;Information Technology;Software;San Diego-Carlsbad-San Marcos, COAH;Southern California;Product Development;First Round;COAH;San Diego Metro;1;1;2.6
Campbell;2/23/2011;68610754448;Vertical Market Applications Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;1.1
San Francisco;2/24/2011;6,12E+16;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;18
San Jose;2/24/2011;96900755035;Solar Energy;Energy and Utilities;Renewable Energy;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;28.5
Menlo Park;2/24/2011;55245755110;Clinical Decision Support;Healthcare;Medical Software and Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;3.02
Mountain View;2/25/2011;6,12E+16;Personal/Commercial Banking;Business and Financial Services;Financial Institutions and Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product In Beta Test;First Round;COAH;San Francisco Bay Area;1;1;4.5
Los Angeles;2/25/2011;6,12E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Los Angeles Metro;1;1;15
Sunnyvale;2/25/2011;6,05E+16;Materials and Chemicals: Other;Industrial Goods and Materials;Materials and Chemicals;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;Second Round;COAH;San Francisco Bay Area;1;1;4.8
San Francisco;2/28/2011;6,12E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;5.55
San Francisco;2/28/2011;6,13E+16;Security Services;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Startup;First Round;COAH;San Francisco Bay Area;1;1;1.46
La Jolla;2/28/2011;6,13E+16;General Business Consulting;Business and Financial Services;Business Support Services;San Diego-Carlsbad-San Marcos, COAH;Southern California;Generating Revenue;First Round;COAH;San Diego Metro;1;1;5
San Mateo;2/28/2011;64933753981;Procurement/Supply Chain;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;12
San Francisco;2/28/2011;1,04E+15;Insurance;Business and Financial Services;Financial Institutions and Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;42
Mountain View;2/28/2011;3,56E+16;Data Management Services;Business and Financial Services;Business Support Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;10
Sherman Oaks;2/28/2011;1,83E+16;Movie/Music Producers and Distributors;Consumer Services;Media and Content;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Second Round;COAH;Los Angeles Metro;1;1;0.75
Los Angeles;2/28/2011;4,70E+16;Household Goods/Services Retailers;Consumer Services;Retailers;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Second Round;COAH;Los Angeles Metro;1;1;23
Los Angeles;2/28/2011;6,12E+16;Entertainment;Consumer Services;Consumer Information Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Startup;Seed Round;COAH;Los Angeles Metro;1;1;
Fremont;2/28/2011;6,11E+16;Drug Development Technologies;Healthcare;Biopharmaceuticals;San Francisco-Oakland-Fremont, COAH;Northern California;Pre-Clinical Trials;First Round;COAH;San Francisco Bay Area;1;1;1.6
Novato;2/28/2011;63149754896;Communications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;10
Redwood City;2/28/2011;63343754501;Communications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Profitable;Later Stage;COAH;San Francisco Bay Area;1;1;12
San Francisco;2/28/2011;6,07E+16;Database Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Second Round;COAH;San Francisco Bay Area;1;1;7
Redwood City;03/01/2011;1,13E+16;Business to Business Marketplaces;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;12
Mountain View;03/01/2011;87934757897;Advertising/Marketing;Business and Financial Services;Business Support Services;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;5.1
Colton;03/01/2011;6,12E+16;Non-Alcoholic Beverages;Consumer Goods;Food and Beverage;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Later Stage;COAH;Los Angeles Metro;1;1;10
La Jolla;03/01/2011;6,12E+16;Email/Messaging;Consumer Services;Consumer Information Services;San Diego-Carlsbad-San Marcos, COAH;Southern California;Generating Revenue;Second Round;COAH;San Diego Metro;1;1;1.2
Menlo Park;03/01/2011;6,12E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;8.25
Menlo Park;03/01/2011;6,14E+16;Biotechnology Therapeutics;Healthcare;Biopharmaceuticals;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;12.1
Fremont;03/01/2011;6,12E+15;Therapeutic Devices (Invasive);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;13.6
Sunnyvale;03/01/2011;1,01E+16;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;10.18
San Diego;03/01/2011;72497753443;Basic Chemicals;Industrial Goods and Materials;Materials and Chemicals;San Diego-Carlsbad-San Marcos, COAH;Southern California;Generating Revenue;Later Stage;COAH;San Diego Metro;1;1;45
Cupertino;03/01/2011;6,13E+16;Network/Systems Management Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Startup;First Round;COAH;San Francisco Bay Area;1;1;9.2
Newark;03/02/2011;6,05E+16;Power Supplies;Information Technology;Electronics and Computer Hardware;San Francisco-Oakland-Fremont, COAH;Northern California;Startup;First Round;COAH;San Francisco Bay Area;1;1;8.5
Redwood City;03/03/2011;71162754773;Entertainment;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;
Sunnyvale;03/03/2011;76787755226;Solar Energy;Energy and Utilities;Renewable Energy;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Restart;COAH;San Francisco Bay Area;1;1;2.97
Menlo Park;03/03/2011;1,14E+16;Basic Chemicals;Industrial Goods and Materials;Materials and Chemicals;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;25
Santa Monica;03/03/2011;78891757757;Multimedia/Streaming Software;Information Technology;Software;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Later Stage;COAH;Los Angeles Metro;1;1;10.01
Scotts Valley;03/04/2011;1,83E+16;Recreational/Sports Vehicles;Consumer Goods;Vehicles and Parts;Santa Cruz-Watsonville, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;10.5
San Francisco;03/04/2011;1,04E+16;Online Communities;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;2.3
San Francisco;03/04/2011;6,12E+16;Pharmaceuticals;Healthcare;Biopharmaceuticals;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;11
Redwood City;03/04/2011;84951755225;Therapeutic Devices (Minimally Invasive/Noninvasive);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;18.76
San Jose;03/04/2011;77433754980;Integrated Circuit Production;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;15
San Francisco;03/07/2011;3,59E+16;Online Communities;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;6.9
Santa Clara;03/07/2011;94276754863;Communications Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;11.2
Hollywood;03/08/2011;6,12E+16;Wired Telecommunications Service Providers;Information Technology;Communications and Networking;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Los Angeles Metro;1;1;
Los Gatos;03/08/2011;1,14E+15;Business Applications Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;10.6
San Francisco;03/09/2011;1,05E+14;Advertising/Marketing;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;12
San Diego;03/09/2011;94417754888;Biofuels/Biomass;Energy and Utilities;Renewable Energy;San Diego-Carlsbad-San Marcos, COAH;Southern California;Product Development;Corporate;COAH;San Diego Metro;1;1;
Santa Clara;03/09/2011;1,83E+16;Solar Energy;Energy and Utilities;Renewable Energy;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product Development;Later Stage;COAH;San Francisco Bay Area;1;1;72
Fremont;03/09/2011;89327758359;Computer Systems;Information Technology;Electronics and Computer Hardware;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;1
Sunnyvale;03/09/2011;6,12E+16;Vertical Market Applications Software;Information Technology;Software;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Product In Beta Test;Second Round;COAH;San Francisco Bay Area;1;1;6.15
San Francisco;03/10/2011;1,13E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Second Round;COAH;San Francisco Bay Area;1;1;21
San Francisco;03/10/2011;6,12E+16;Online Communities;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;Seed Round;COAH;San Francisco Bay Area;1;1;0.5
San Mateo;03/10/2011;6,13E+16;Medical Software and Information Services: Other;Healthcare;Medical Software and Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Product In Beta Test;First Round;COAH;San Francisco Bay Area;1;1;10.8
Palo Alto;03/10/2011;6,14E+16;Biopharmaceuticals: Other;Healthcare;Biopharmaceuticals;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Startup;Seed Round;COAH;San Francisco Bay Area;1;1;0.86
San Francisco;03/10/2011;6,12E+16;Educational/Training Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;1.2
La Jolla;03/10/2011;6,12E+16;Network/Systems Management Software;Information Technology;Software;San Diego-Carlsbad-San Marcos, COAH;Southern California;Product Development;First Round;COAH;San Diego Metro;1;1;3
San Francisco;03/11/2011;2,30E+16;Search Portals;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;1
San Francisco;03/11/2011;6,13E+16;Consumer Information Services: Other;Consumer Services;Consumer Information Services;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;
San Francisco;03/11/2011;6,13E+16;Diagnostic Equipment (Not Imaging);Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;9
Fremont;3/14/2011;54954761731;Diagnostic Imaging Equipment;Healthcare;Medical Devices and Equipment;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;
Santa Clara;3/14/2011;6,13E+15;Application-Specific Integrated Circuits;Information Technology;Semiconductors;San Jose-Sunnyvale-Santa Clara, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;4.6
Berkeley;3/14/2011;1,83E+15;Semiconductors: Other;Information Technology;Semiconductors;San Francisco-Oakland-Fremont, COAH;Northern California;Startup;First Round;COAH;San Francisco Bay Area;1;1;
Newport Beach;3/14/2011;6,13E+16;Vertical Market Applications Software;Information Technology;Software;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Product Development;First Round;COAH;Orange County;1;1;0.5
Los Angeles;3/15/2011;1,11E+16;Advertising/Marketing;Business and Financial Services;Business Support Services;Los Angeles-Long Beach-Santa Ana, COAH;Southern California;Generating Revenue;Later Stage;COAH;Los Angeles Metro;1;1;20
San Francisco;3/15/2011;6,13E+16;Business Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;First Round;COAH;San Francisco Bay Area;1;1;1.6
San Francisco;3/15/2011;6,11E+16;Software Development Tools;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Product Development;First Round;COAH;San Francisco Bay Area;1;1;10
San Mateo;3/15/2011;72478755177;Business Applications Software;Information Technology;Software;San Francisco-Oakland-Fremont, COAH;Northern California;Generating Revenue;Later Stage;COAH;San Francisco Bay Area;1;1;0.33
