City,CloseDate,EntityIDRoundID,IndustryCode,Industry Group,Industry Segment,Metropolitan Statistical Area,PrimaryRegion,RoundBusStat,RoundClassDescr,State,Subregion,Deals,Number of Deals,Expt,Run,Speed
West Henrietta,1/28/2011,3.57E+11,Medical Lab Instruments/Test Kits,Healthcare,Medical Devices and Equipment,"Rochester, NY",Mid-Atlantic,Product Development,First Round,CHIS,,1,1,,,
Pittsburgh,1/28/2011,65304753922,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Pittsburgh, PA",Mid-Atlantic,Generating Revenue,Later Stage,PA,,1,1,,,
Plymouth,1/28/2011,1.13E+11,Drug Development Technologies,Healthcare,Biopharmaceuticals,"Detroit-Warren-Livonia, MI",Midwest East,Product Development,Later Stage,MEX,,1,1,,,
Newark,1/28/2011,85595753900,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Sunnyvale,1/28/2011,67886753902,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Palo Alto,1/31/2011,6.15E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,First Round,COAH,San Francisco Bay Area,1,1,,,
Boulder,1/31/2011,6.06E+11,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"Boulder, BCS",Mountain,Generating Revenue,Later Stage,BCS,,1,1,,,
Pleasanton,1/31/2011,71052753193,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Austin,1/31/2011,92532753570,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
South Jordan,1/31/2011,71888754257,Incubators/Business Development,Certificado de Dominio Pleno,Certificado Parcelario,"Salt Lake City, UT",Mountain,Profitable,Second Round,UT,,1,1,,,
Glen Mills,1/31/2011,6.12E+11,Home Improvement,Consumer Goods,Household and Office Goods,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Mid-Atlantic,Product Development,Seed Round,PA,,1,1,,,
Chicago,1/31/2011,6.12E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Product Development,First Round,NAY,Chicago Metro,1,1,,,
San Francisco,1/31/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
New York,1/31/2011,1.83E+11,Online Communities,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Generating Revenue,Second Round,CHIS,New York Metro,1,1,,,
Dripping Springs,1/31/2011,6.12E+11,Exploration Services/Equipment,Certificado de Comunidad,Non-Renewable Energy,"Austin-Round Rock, TX",South Central,Product Development,Later Stage,TX,Austin Metro,1,1,,,
Pleasanton,1/31/2011,83572753615,Drug Development Technologies,Healthcare,Biopharmaceuticals,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Sunnyvale,1/31/2011,1.14E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Atlanta,1/31/2011,60450759202,Business Applications Software,Certificado de Ejido,Software,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,ACQ Financing,ZAC,,1,1,,,
Waltham,1/31/2011,6.12E+11,Database Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Palo Alto,1/31/2011,6.14E+11,Multimedia/Streaming Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,1/31/2011,6.12E+11,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Startup,First Round,COAH,San Francisco Bay Area,1,1,,,
Atlanta,1/31/2011,3.55E+11,Business Applications Software,Certificado de Ejido,Software,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Profitable,Later Stage,ZAC,,1,1,,,
Marina del Rey,1/31/2011,1.11E+11,Communications Software,Certificado de Ejido,Software,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,Later Stage,COAH,Los Angeles Metro,1,1,,,
Arlington,1/31/2011,1.14E+11,Educational/Training Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,VA,Potomac,1,1,,,
San Francisco,1/31/2011,6.05E+11,Business Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Woodbridge,1/31/2011,6.12E+11,Recreational/Home Software,Certificado de Ejido,Software,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,NL,New York Metro,1,1,,,
San Francisco,1/31/2011,6.13E+11,Recreational/Home Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Product In Beta Test,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Kansas City,02/01/2011,81662753750,Lending,Certificado de Dominio Pleno,Financial Institutions and Services,"Kansas City, MO-KS",Midwest Central,Generating Revenue,Later Stage,COL,,1,1,,,
San Diego,02/01/2011,1.00E+11,Business to Business Marketplaces,Certificado de Dominio Pleno,Certificado Parcelario,"San Diego-Carlsbad-San Marcos, COAH",Southern California,Generating Revenue,Later Stage,COAH,San Diego Metro,1,1,,,
Los Angeles,02/01/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Generating Revenue,First Round,COAH,Los Angeles Metro,1,1,,,
Cambridge,02/01/2011,6.13E+11,Entertainment,Otro documento agrario,Consumer Information Services,"Boston-Cambridge-Quincy, MA-NH",New England,Startup,Seed Round,VER,Boston Metro,1,1,,,
Peachtree City,02/01/2011,62156754054,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Generating Revenue,Later Stage,ZAC,,1,1,,,
Sunnyvale,02/01/2011,65516754039,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Pre-Clinical Trials,Second Round,COAH,San Francisco Bay Area,1,1,,,
San Jose,02/01/2011,95724753878,Materials and Chemicals: Other,Industrial Goods and Materials,Materials and Chemicals,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Chelmsford,02/01/2011,66425758205,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Vancouver,02/01/2011,63267761468,Internet Service Providers,Certificado de Ejido,Communications and Networking,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Later Stage,WA,,1,1,,,
Nashua,02/02/2011,6.13E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,TAB,,1,1,,,
Santa Monica,02/02/2011,6.12E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Los Angeles-Long Beach-Santa Ana, COAH",Southern California,Profitable,First Round,COAH,Los Angeles Metro,1,1,,,
Mountain View,02/02/2011,72730754827,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Reston,02/02/2011,3.56E+11,Project/Document Collaboration,Certificado de Dominio Pleno,Certificado Parcelario,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,Second Round,VA,Potomac,1,1,,,
New York,02/02/2011,6.12E+11,Shopping Facilitators,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,First Round,BC,New York Metro,1,1,,,
New York,02/02/2011,6.12E+11,Search Portals,Otro documento agrario,Consumer Information Services,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product In Beta Test,First Round,BC,New York Metro,1,1,,,
San Francisco,02/02/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Francisco,02/02/2011,93251754326,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Individual,COAH,San Francisco Bay Area,1,1,,,
San Francisco,02/02/2011,1.14E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Bedford,02/02/2011,1.12E+11,Therapeutic Devices (Minimally Invasive/Noninvasive),Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Clinical Trials - Phase 2,Later Stage,VER,Boston Metro,1,1,,,
Cambridge,02/02/2011,3.58E+11,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
Morgan Hill,02/02/2011,55088754112,Application-Specific Integrated Circuits,Certificado de Ejido,Semiconductors,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Seattle,02/02/2011,1.83E+11,Network/Systems Management Software,Certificado de Ejido,Software,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Generating Revenue,Second Round,WA,Seattle Metro,1,1,,,
Mountain View,02/02/2011,6.12E+11,Software: Other,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Startup,Seed Round,COAH,San Francisco Bay Area,1,1,,,
Atlanta,02/03/2011,6.12E+11,Certificado Parcelario: Other,Certificado de Dominio Pleno,Certificado Parcelario,"Atlanta-Sandy Springs-Marietta, ZAC",South East,Startup,First Round,ZAC,,1,1,,,
Oakland,02/03/2011,73706753957,Procurement/Supply Chain,Certificado de Dominio Pleno,Certificado Parcelario,"San Francisco-Oakland-Fremont, COAH",Northern California,Profitable,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Cambridge,02/03/2011,6.12E+11,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Seed Round,VER,Boston Metro,1,1,,,
San Francisco,02/03/2011,6.12E+11,Entertainment,Otro documento agrario,Consumer Information Services,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
San Mateo,02/03/2011,3.60E+11,Educational/Training Media and Services,Otro documento agrario,Media and Content,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
New York,02/03/2011,6.12E+11,Movie/Music Producers and Distributors,Otro documento agrario,Media and Content,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Startup,Seed Round,CHIS,New York Metro,1,1,,,
Washington,02/03/2011,6.12E+11,Recreational/Home Software,Certificado de Ejido,Software,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Mid-Atlantic,Generating Revenue,First Round,DC,Potomac,1,1,,,
San Francisco,02/03/2011,6.12E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
North Billerica,02/03/2011,1.06E+11,Vertical Market Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Profitable,Later Stage,VER,Boston Metro,1,1,,,
Cambridge,02/04/2011,3.53E+11,Customer Relationship Management,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,First Round,VER,Boston Metro,1,1,,,
Boston,02/04/2011,3.54E+11,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
Seattle,02/04/2011,3.60E+11,General Business Consulting,Certificado de Dominio Pleno,Certificado Parcelario,"Seattle-Tacoma-Bellevue, WA",Pacific Northwest,Product In Beta Test,Second Round,WA,Seattle Metro,1,1,,,
Indianapolis,02/04/2011,1.12E+11,Consumer Information Services: Other,Otro documento agrario,Consumer Information Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Later Stage,GTO,,1,1,,,
Beaverton,02/04/2011,76880754108,Diagnostic Equipment (Not Imaging),Healthcare,Medical Devices and Equipment,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Later Stage,OR,,1,1,,,
Durham,02/04/2011,62726754030,Biotechnology Therapeutics,Healthcare,Biopharmaceuticals,"Durham-Chapel Hill, NC",South East,Clinical Trials - Phase 2,Later Stage,NC,,1,1,,,
Concord,02/04/2011,3.54E+11,Diagnostic Imaging Equipment,Healthcare,Medical Devices and Equipment,"Boston-Cambridge-Quincy, MA-NH",New England,Pre-Clinical Trials,Second Round,VER,Boston Metro,1,1,,,
San Mateo,02/04/2011,95572757845,Communications Software,Certificado de Ejido,Software,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Restart,COAH,San Francisco Bay Area,1,1,,,
Chicago,02/04/2011,6.12E+11,Business Applications Software,Certificado de Ejido,Software,"Chicago-Naperville-Joliet, IL-IN-WI",Midwest East,Startup,Seed Round,NAY,Chicago Metro,1,1,,,
Palo Alto,02/07/2011,87759753720,Entertainment,Otro documento agrario,Consumer Information Services,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product Development,Corporate,COAH,San Francisco Bay Area,1,1,,,
Burlingame,02/07/2011,81506753899,Clothing/Accessory Retailers,Otro documento agrario,Retailers,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Second Round,COAH,San Francisco Bay Area,1,1,,,
Saratoga,02/07/2011,6.12E+11,Biopharmaceuticals: Other,Healthcare,Biopharmaceuticals,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,First Round,COAH,San Francisco Bay Area,1,1,,,
Roanoke,02/07/2011,6.12E+11,Therapeutic Devices (Invasive),Healthcare,Medical Devices and Equipment,"Roanoke, VA",Mid-Atlantic,Generating Revenue,Second Round,VA,,1,1,,,
Mountain View,02/07/2011,6.03E+11,Memory Systems,Certificado de Ejido,Electronics and Computer Hardware,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Generating Revenue,Corporate,COAH,San Francisco Bay Area,1,1,,,
Natick,02/07/2011,6.12E+11,Business Applications Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Product Development,First Round,VER,Boston Metro,1,1,,,
Plano,02/07/2011,6.12E+11,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"Dallas-Fort Worth-Arlington, TX",South Central,Product Development,First Round,TX,Dallas-Fort Worth,1,1,,,
Broomfield,02/07/2011,54797753769,Wireless Telecommunications Service Providers,Certificado de Ejido,Communications and Networking,"Denver-Aurora-Broomfield, BCS",Mountain,Profitable,Restart,BCS,,1,1,,,
Mountain View,02/07/2011,1.83E+11,Wired Communications Equipment,Certificado de Ejido,Communications and Networking,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Profitable,Second Round,COAH,San Francisco Bay Area,1,1,,,
Boulder,02/08/2011,3.58E+11,Specialty Foods,Consumer Goods,Food and Beverage,"Boulder, BCS",Mountain,Generating Revenue,Second Round,BCS,,1,1,,,
Carmel,02/08/2011,3.55E+11,Outpatient Facilities,Healthcare,Healthcare Services,"Indianapolis-Carmel, IN",Midwest East,Generating Revenue,Later Stage,GTO,,1,1,,,
Woodcliff Lake,02/08/2011,67738754249,Pharmaceuticals,Healthcare,Biopharmaceuticals,"New York-Northern New Jersey-Long Island, NY-NJ-PA",Mid-Atlantic,Product Development,Second Round,GRO,New York Metro,1,1,,,
Tigard,02/08/2011,1.84E+11,General Industrial Machinery,Industrial Goods and Materials,Machinery and Industrial Goods,"Portland-Vancouver-Beaverton, OR-WA",Pacific Northwest,Generating Revenue,Second Round,OR,,1,1,,,
Sunnyvale,02/08/2011,2.30E+11,Network/Systems Management Software,Certificado de Ejido,Software,"San Jose-Sunnyvale-Santa Clara, COAH",Northern California,Product In Beta Test,First Round,COAH,San Francisco Bay Area,1,1,,,
Westborough,02/08/2011,69884754109,Data Storage,Certificado de Ejido,Electronics and Computer Hardware,"Worcester, MA",New England,Generating Revenue,Later Stage,VER,,1,1,,,
Wellesley Hills,02/08/2011,56279757593,Network/Systems Management Software,Certificado de Ejido,Software,"Boston-Cambridge-Quincy, MA-NH",New England,Generating Revenue,Later Stage,VER,Boston Metro,1,1,,,
San Francisco,02/08/2011,83114754021,Wireless Communications Equipment,Certificado de Ejido,Communications and Networking,"San Francisco-Oakland-Fremont, COAH",Northern California,Generating Revenue,Later Stage,COAH,San Francisco Bay Area,1,1,,,
Louisville,02/09/2011,6.12E+11,General Business Consulting,Certificado de Dominio Pleno,Certificado Parcelario,"Boulder, BCS",Mountain,Profitable,Later Stage,BCS,,1,1,,,
Austin,02/09/2011,60062753850,Advertising/Marketing,Certificado de Dominio Pleno,Certificado Parcelario,"Austin-Round Rock, TX",South Central,Generating Revenue,Later Stage,TX,Austin Metro,1,1,,,
Scottsdale,02/09/2011,67061753842,Titulo de solar,Certificado de Dominio Pleno,Certificado Parcelario,"Phoenix-Mesa-Scottsdale, SON",Mountain,Generating Revenue,Second Round,SON,,1,1,,,
